TWEET	EMOJI	LANGUAGE
1657		fr
1658		fr
1659		fr
1660		fr
1661		fr
1662		fr
1663		fr
1664		fr
1665		fr
1666	basketball	fr
1667		fr
1668		fr
1669		fr
1670		fr
1671		fr
1672		fr
1673		fr
1674		fr
1675		fr
1676		fr
1677		fr
1678		fr
1679		fr
1680		fr
1681		fr
1682		fr
1683		fr
1684		fr
1685		fr
1686		fr
1687		fr
1688		fr
1689		fr
1690		fr
1691	loudly crying face	fr
1691	loudly crying face	fr
1691	loudly crying face	fr
1691	loudly crying face	fr
1692		fr
1693		fr
1694		fr
1695		fr
1696		fr
1697		fr
1698		fr
1699		fr
1700	thinking face	fr
1701	smiling face with heart-eyes	fr
1702		fr
1703		fr
1704		fr
1705		fr
1706	person facepalming	fr
1706	male sign	fr
1707		fr
1708		fr
1709		fr
1710		fr
1711		fr
1712		fr
1713		fr
1714		fr
1715		fr
1716		fr
1717		fr
1718		fr
1719		fr
1720		fr
1721		fr
1722		fr
1723	pouting face	fr
1723	pouting face	fr
1723	pouting face	fr
1724		fr
1725	face with steam from nose	fr
1725	face with steam from nose	fr
1726		fr
1727		fr
1728		fr
1729		fr
1730		fr
1731		fr
1732	black small square	fr
1733		fr
1734		fr
1735		fr
1736		fr
1737		fr
1738		fr
1739		fr
1740	face with tears of joy	fr
1741		fr
1742	face with hand over mouth	fr
1742	face with hand over mouth	fr
1742	face with hand over mouth	fr
1742	face with hand over mouth	fr
1742	smiling face with smiling eyes	fr
1742	smiling face with smiling eyes	fr
1743		fr
1744		fr
1745		fr
1746		fr
1747		fr
1748		fr
1749		fr
1750		fr
1751		fr
1752		fr
1753		fr
1754		fr
1755		fr
1756		fr
1757		fr
1758		fr
1759	drooling face	fr
1760		fr
1761		fr
1762		fr
1763		fr
1764		fr
1765		fr
1766		fr
1767	face blowing a kiss	fr
1768		fr
1769		fr
1770		fr
1771		fr
1772		fr
1773		fr
1774		fr
1775		fr
1776		fr
1777		fr
1778		fr
1779	loudly crying face	fr
1780		fr
1781	face with tears of joy	fr
1781	face with tears of joy	fr
1781	face with tears of joy	fr
1781	face with tears of joy	fr
1781	face with tears of joy	fr
1781	face with tears of joy	fr
1782		fr
1783	thumbs up	fr
1783	OK hand	fr
1784		fr
1785		fr
1786	old man	fr
1786	old woman	fr
1787		fr
1788		fr
1789		fr
1790		fr
1791		fr
1792		fr
1793		fr
1794		fr
1795		fr
1796		fr
1797		fr
1798		fr
1799		fr
1800	person shrugging	fr
1800	male sign	fr
1801		fr
1802		fr
1803		fr
1804		fr
1805		fr
1806		fr
1807	clapping hands	fr
1807	flexed biceps	fr
1807	speaker high volume	fr
1807	musical notes	fr
1807	musical note	fr
1808		fr
1809		fr
1810		fr
1811		fr
1812	face with tears of joy	fr
1812	face with tears of joy	fr
1812	face with tears of joy	fr
1812	face with tears of joy	fr
1812	face with tears of joy	fr
1812	face with tears of joy	fr
1812	face with tears of joy	fr
1812	face with tears of joy	fr
1813		fr
1814	folded hands	fr
1815		fr
1816		fr
1817		fr
1818		fr
1819		fr
1820		fr
1821		fr
1822	face with tears of joy	fr
1822	face with tears of joy	fr
1822	face with tears of joy	fr
1823		fr
1824		fr
1825		fr
1826		fr
1827		fr
1828		fr
1829		fr
1830		fr
1831		fr
1832		fr
1833		fr
1834		fr
1835		fr
1836		fr
1837		fr
1838		fr
1839		fr
1840	red heart	fr
1841		fr
1842	face with tears of joy	fr
1842	face with tears of joy	fr
1843		fr
1844		fr
1845		fr
1846		fr
1847		fr
1848		fr
1849		fr
1850	two hearts	fr
1850	footprints	fr
1851		fr
1852	loudly crying face	fr
1852	loudly crying face	fr
1852	loudly crying face	fr
1852	loudly crying face	fr
1852	loudly crying face	fr
1852	loudly crying face	fr
1852	loudly crying face	fr
1853	rolling on the floor laughing	fr
1853	rolling on the floor laughing	fr
1853	rolling on the floor laughing	fr
1853	rolling on the floor laughing	fr
1853	rolling on the floor laughing	fr
1853	rolling on the floor laughing	fr
1853	rolling on the floor laughing	fr
1853	rolling on the floor laughing	fr
1853	face with symbols on mouth	fr
1853	face with symbols on mouth	fr
1853	face with symbols on mouth	fr
1853	face with symbols on mouth	fr
1853	face with symbols on mouth	fr
1853	face with symbols on mouth	fr
1853	face with symbols on mouth	fr
1854		fr
1855	person gesturing OK	fr
1855	male sign	fr
1856		fr
1857		fr
1858		fr
1859		fr
1860		fr
1861		fr
1862		fr
1863		fr
1864		fr
1865		fr
1866		fr
1867		fr
1868		fr
1869	loudly crying face	fr
1869	loudly crying face	fr
1869	loudly crying face	fr
1869	loudly crying face	fr
1869	loudly crying face	fr
1869	loudly crying face	fr
1869	loudly crying face	fr
1870		fr
1871		fr
1872		fr
1873		fr
1874		fr
1875		fr
1876		fr
1877		fr
1878		fr
1879		fr
1880	folded hands	fr
1881		fr
1882		fr
1883		fr
1884		fr
1885	loudly crying face	fr
1885	loudly crying face	fr
1885	loudly crying face	fr
1886		fr
1887	face with tears of joy	fr
1888		fr
1889	face with monocle	fr
1889	face with monocle	fr
1890	face with tears of joy	fr
1891		fr
1892		fr
1893		fr
1894		fr
1895		fr
1896		fr
1897		fr
1898	ballot box with check	fr
1899	face with tears of joy	fr
1899	face with tears of joy	fr
1899	face with tears of joy	fr
1899	face with tears of joy	fr
1900		fr
1901		fr
1902		fr
1903		fr
1904		fr
1905		fr
1906		fr
1907		fr
1908		fr
1909		fr
1910		fr
1911		fr
1912	face with tears of joy	fr
1913		fr
1914	face with tears of joy	fr
1914	loudly crying face	fr
1915		fr
1916	face with tears of joy	fr
1916	face with tears of joy	fr
1916	face with tears of joy	fr
1916	face with tears of joy	fr
1917		fr
1918		fr
1919		fr
1920		fr
1921		fr
1922	slightly smiling face	fr
1923		fr
1924		fr
1925		fr
1926		fr
1927		fr
1928		fr
1929		fr
1930		fr
1931		fr
1932	rolling on the floor laughing	fr
1932	face with tears of joy	fr
1932	rolling on the floor laughing	fr
1932	face with tears of joy	fr
1932	rolling on the floor laughing	fr
1932	face with tears of joy	fr
1933		fr
1934		fr
1935		fr
1936	skull	fr
1937		fr
1938		fr
1939		fr
1940		fr
1941		fr
1942		fr
1943		fr
1944		fr
1945		fr
1946		fr
1947		fr
1948		fr
1949		fr
1950		fr
1951		fr
1952	red heart	fr
1952	red heart	fr
1952	red heart	fr
1953		fr
1954		fr
1955		fr
1956		fr
1957		fr
1958		fr
1959		fr
1960		fr
1961		fr
1962		fr
1963		fr
1964		fr
1965		fr
1966	person shrugging	fr
1966	female sign	fr
1967		fr
1968		fr
1969		fr
1970		fr
1971	smirking face	fr
1971	thinking face	fr
1972		fr
1973		fr
1974		fr
1975		fr
1976		fr
1977		fr
1978		fr
1979	face with tears of joy	fr
1980		fr
1981		fr
1982		fr
1983		fr
1984		fr
1985		fr
1986		fr
1987		fr
1988		fr
1989		fr
1990		fr
1991		fr
1992		fr
1993		fr
1994		fr
1995		fr
1996		fr
1997		fr
1998	rolling on the floor laughing	fr
1998	rolling on the floor laughing	fr
1998	rolling on the floor laughing	fr
1998	rolling on the floor laughing	fr
1999		fr
2000		fr
2001		fr
2002		fr
2003		fr
2004		fr
2005		fr
2006		fr
2007		fr
2008		fr
2009		fr
2010		fr
2011		fr
2012		fr
2013		fr
2014		fr
2015		fr
2016		fr
2017		fr
2018	red heart	fr
2019		fr
2020		fr
2021		fr
2022		fr
2023		fr
2024		fr
2025		fr
2026		fr
2027		fr
2028		fr
2029		fr
2030		fr
2031		fr
2032		fr
2033	face with tears of joy	fr
2034	wolf face	fr
2035		fr
2036		fr
2037		fr
2038		fr
2039		fr
2040		fr
2041		fr
2042		fr
2043		fr
2044	waving hand	fr
2045		fr
2046		fr
2047		fr
2048		fr
2049		fr
2050	strawberry	fr
2050	banana	fr
2051		fr
2052		fr
2053	flexed biceps	fr
2054		fr
2055		fr
2056		fr
2057		fr
2058		fr
2059	loudly crying face	fr
2060	fire	fr
2060	link	fr
2061		fr
2062		fr
2063		fr
2064		fr
2065	folded hands	fr
2066		fr
2067		fr
2068		fr
2069		fr
2070		fr
2071		fr
2072		fr
2073	green heart	fr
2073	green heart	fr
2074		fr
2075		fr
2076		fr
2077		fr
2078		fr
2079		fr
2080		fr
2081		fr
2082		fr
2083	person facepalming	fr
2083	female sign	fr
2084		fr
2085		fr
2086		fr
2087		fr
2088		fr
2089		fr
2090		fr
2091		fr
2092		fr
2093		fr
2094		fr
2095		fr
2096	star-struck	fr
2096	star-struck	fr
2097		fr
2098	red heart	fr
2099		fr
2100		fr
2101		fr
2102		fr
2103		fr
2104		fr
2105		fr
2106	face with tears of joy	fr
2106	face with tears of joy	fr
2106	face with tears of joy	fr
2106	face with tears of joy	fr
2106	face with tears of joy	fr
2107	person shrugging	fr
2107	female sign	fr
2108		fr
2109		fr
2110		fr
2111	red heart	fr
2112		fr
2113		fr
2114		fr
2115		fr
2116		fr
2117		fr
2118		fr
2119		fr
2120		fr
2121		fr
2122		fr
2123		fr
2124	person facepalming	fr
2124	female sign	fr
2125		fr
2126	sun behind rain cloud	fr
2126	sun behind cloud	fr
2126	cloud	fr
2127		fr
2128		fr
2129		fr
2130		fr
2131		fr
2132		fr
2133		fr
2134		fr
2135		fr
2136		fr
2137		fr
2138		fr
2139		fr
2140		fr
2141		fr
2142		fr
2143		fr
2144		fr
2145		fr
2146		fr
2147		fr
2148		fr
2149	hot beverage	fr
2149	hot beverage	fr
2149	sun with face	fr
2150		fr
2151		fr
2152		fr
2153		fr
2154		fr
2155		fr
2156		fr
2157	red heart	fr
2158		fr
2159		fr
2160		fr
2161	tulip	fr
2161	blossom	fr
2161	sunflower	fr
2161	hibiscus	fr
2161	rosette	fr
2161	bouquet	fr
2161	sunflower	fr
2161	blossom	fr
2161	hibiscus	fr
2161	dove	fr
2161	smiling face with smiling eyes	fr
2162		fr
2163	victory hand	fr
2163	sun with face	fr
2163	smiling face with smiling eyes	fr
2164		fr
2165		fr
2166		fr
2167		fr
2168		fr
2169	loudly crying face	fr
2170		fr
2171		fr
2172	face with tears of joy	fr
2172	face with tears of joy	fr
2172	face with tears of joy	fr
2172	face with tears of joy	fr
2173		fr
2174		fr
2175		fr
2176		fr
2177		fr
2178	smiling face	fr
2178	smiling face with halo	fr
2178	smiling face with smiling eyes	fr
2178	face blowing a kiss	fr
2178	smiling face with heart-eyes	fr
2178	red heart	fr
2178	red heart	fr
2178	red heart	fr
2178	red heart	fr
2178	red heart	fr
2178	red heart	fr
2179		fr
2180		fr
2181		fr
2182	loudly crying face	fr
2182	loudly crying face	fr
2183		fr
2184		fr
2185		fr
2186		fr
2187		fr
2188		fr
2189		fr
2190		fr
2191		fr
2192		fr
2193		fr
2194		fr
2195		fr
2196		fr
2197		fr
2198		fr
2199		fr
2200		fr
2201		fr
2202		fr
2203	frowning face	fr
2204		fr
2205	loudly crying face	fr
2205	loudly crying face	fr
2205	loudly crying face	fr
2205	loudly crying face	fr
2206		fr
2207		fr
2208		fr
2209		fr
2210		fr
2211		fr
2212		fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2213	loudly crying face	fr
2214		fr
2215		fr
2216		fr
2217		fr
2218		fr
2219		fr
2220	litter in bin sign	fr
2221		fr
2222		fr
2223		fr
2224	face with tears of joy	fr
2225		fr
2226		fr
2227		fr
2228		fr
2229		fr
2230		fr
2231		fr
2232		fr
2233		fr
2234		fr
2235		fr
2236		fr
2237		fr
2238		fr
2239	flexed biceps	fr
2239	flexed biceps	fr
2240		fr
2241	sleeping face	fr
2242		fr
2243		fr
2244		fr
2245		fr
2246		fr
2247		fr
2248		fr
2249		fr
2250		fr
2251	red heart	fr
2252		fr
2253		fr
2254		fr
2255	light bulb	fr
2256		fr
2257		fr
2258		fr
2259		fr
2260		fr
2261	loudly crying face	fr
2262	heart suit	fr
2263		fr
2264		fr
2265		fr
2266		fr
2267		fr
2268		fr
2269		fr
2270		fr
2271		fr
2272		fr
2273		fr
2274		fr
2275		fr
2276		fr
2277		fr
2278		fr
2279		fr
2280		fr
2281		fr
2282		fr
2283		fr
2284		fr
2285	broken heart	fr
2286		fr
2287	baby	fr
2288		fr
2289		fr
2290	face with tears of joy	fr
2290	face with tears of joy	fr
2290	face with tears of joy	fr
2291		fr
2292		fr
2293		fr
2294	tired face	fr
2295		fr
2296		fr
2297	orange heart	fr
2298	comet	fr
2299		fr
2300		fr
2301		fr
2302		fr
2303	loudly crying face	fr
2304		fr
2305		fr
2306		fr
2307		fr
2308	winking face	fr
2308	sheaf of rice	fr
2308	hibiscus	fr
2308	face blowing a kiss	fr
2309		fr
2310		fr
2311		fr
2312		fr
2313		fr
2314		fr
2315		fr
2316		fr
2317		fr
2318		fr
2319		fr
2320		fr
2321	thumbs up	fr
2322		fr
2323		fr
2324		fr
2325		fr
2326		fr
2327		fr
2328	face screaming in fear	fr
2328	rolling on the floor laughing	fr
2329		fr
2330		fr
2331	person raising hand	fr
2331	male sign	fr
2331	rose	fr
2331	folded hands	fr
2331	musical notes	fr
2331	woman’s hat	fr
2331	woman’s hat	fr
2331	dolphin	fr
2332		fr
2333		fr
2334		fr
2335		fr
2336		fr
2337		fr
2338		fr
2339	red heart	fr
2340		fr
2341		fr
2342		fr
2343		fr
2344		fr
2345		fr
2346	loudly crying face	fr
2346	loudly crying face	fr
2347	grinning face	fr
2348		fr
2349		fr
2350		fr
2351	pensive face	fr
2352		fr
2353		fr
2354		fr
2355		fr
2356		fr
2357		fr
2358		fr
2359	folded hands	fr
2359	two hearts	fr
2360		fr
2361	red heart	fr
2361	musical notes	fr
2362	trade mark	fr
2363	face with tears of joy	fr
2363	face with tears of joy	fr
2363	face with tears of joy	fr
2363	face with tears of joy	fr
2364	face screaming in fear	fr
2364	face screaming in fear	fr
2364	face screaming in fear	fr
2365		fr
2366		fr
2367		fr
2368	right arrow	fr
2369		fr
2370		fr
2371		fr
2372		fr
2373		fr
2374		fr
2375		fr
2376		fr
2377		fr
2378		fr
2379		fr
2380		fr
2381		fr
2382		fr
2383		fr
2384		fr
2385		fr
2386	rolling on the floor laughing	fr
2387		fr
2388		fr
2389		fr
2390	folded hands	fr
2391		fr
2392		fr
2393	winking face with tongue	fr
2393	grinning squinting face	fr
2394	smiling face with heart-eyes	fr
2395	face with tears of joy	fr
2395	face with tears of joy	fr
2396		fr
2397	skull	fr
2398		fr
2399		fr
2400	eyes	fr
2401		fr
2402		fr
2403		fr
2404		fr
2405		fr
2406		fr
2407		fr
2408	red heart	fr
2409		fr
2410	face with steam from nose	fr
2410	face with steam from nose	fr
2411		fr
2412		fr
2413		fr
2414		fr
2415		fr
2416		fr
2417	zany face	fr
2418		fr
2419		fr
2420		fr
2421		fr
2422		fr
2423		fr
2424		fr
2425		fr
2426		fr
2427		fr
2428		fr
2429	slightly smiling face	fr
2430	face blowing a kiss	fr
2430	face blowing a kiss	fr
2430	blue heart	fr
2430	blue heart	fr
2430	blue heart	fr
2431		fr
2432		fr
2433		fr
2434		fr
2435		fr
2436		fr
2437		fr
2438		fr
2439		fr
2440		fr
2441		fr
2442		fr
2443		fr
2444		fr
2445		fr
2446		fr
2447		fr
2448		fr
2449	see-no-evil monkey	fr
2449	two hearts	fr
2450		fr
2451		fr
2452		fr
2453		fr
2454	houses	fr
2454	house	fr
2454	house with garden	fr
2454	cityscape	fr
2455		fr
2456		fr
2457		fr
2458		fr
2459		fr
2460		fr
2461	smiling face with smiling eyes	fr
2461	two hearts	fr
2462		fr
2463		fr
2464		fr
2465		fr
2466	loudly crying face	fr
2467		fr
2468		fr
2469		fr
2470		fr
2471		fr
2472		fr
2473		fr
2474		fr
2475		fr
2476		fr
2477		fr
2478	hugging face	fr
2479		fr
2480		fr
2481		fr
2482		fr
2483		fr
2484		fr
2485		fr
2486		fr
2487		fr
2488		fr
2489		fr
2490		fr
2491	thumbs up	fr
2492		fr
2493	red heart	fr
2494		fr
2495		fr
2496		fr
2497		fr
2498		fr
2499		fr
2500	speak-no-evil monkey	fr
2500	smirking face	fr
2501		fr
2502		fr
2503		fr
2504		fr
2505		fr
2506	smiling face	fr
2507	winking face	fr
2508		fr
2509		fr
2510	person shrugging	fr
2510	female sign	fr
2510	person facepalming	fr
2510	female sign	fr
2511	airplane	fr
2511	pensive face	fr
2512	red heart	fr
2512	red heart	fr
2513	revolving hearts	fr
2513	sparkling heart	fr
2513	growing heart	fr
2513	beating heart	fr
2513	two hearts	fr
2513	heart with arrow	fr
2513	heart with ribbon	fr
2514		fr
2515		fr
2516		fr
2517		fr
2518		fr
2519		fr
2520		fr
2521	winking face	fr
2522		fr
2523	face with tears of joy	fr
2524		fr
2525		fr
2526		fr
2527		fr
2528		fr
2529		fr
2530		fr
2531		fr
2532	sad but relieved face	fr
2532	confounded face	fr
2533		fr
2534		fr
2535		fr
2536		fr
2537	money bag	fr
2537	question mark	fr
2537	play button	fr
2537	copyright	fr
2538		fr
2539		fr
2540		fr
2541		fr
2542		fr
2543	winking face	fr
2543	winking face	fr
2544		fr
2545	face with tears of joy	fr
2545	face with tears of joy	fr
2545	face with tears of joy	fr
2545	face with tears of joy	fr
2546		fr
2547		fr
2548	pouting face	fr
2549	heart suit	fr
2549	folded hands	fr
2549	leaf fluttering in wind	fr
2550		fr
2551		fr
2552		fr
2553		fr
2554	face blowing a kiss	fr
2555		fr
2556		fr
2557		fr
2558		fr
2559		fr
2560		fr
2561	persevering face	fr
2561	skull and crossbones	fr
2562	desert island	fr
2563		fr
2564		fr
2565		fr
2566		fr
2567		fr
2568	sleepy face	fr
2569		fr
2570		fr
2571		fr
2572		fr
2573		fr
2574		fr
2575	loudly crying face	fr
2575	kissing face with closed eyes	fr
2576		fr
2577		fr
2578		fr
2579		fr
2580		fr
2581		fr
2582		fr
2583		fr
2584		fr
2585		fr
2586	loudly crying face	fr
2587		fr
2588	face with tears of joy	fr
2588	face with tears of joy	fr
2588	face with tears of joy	fr
2589		fr
2590		fr
2591	red heart	fr
2592		fr
2593		fr
2594		fr
2595		fr
2596		fr
2597		fr
2598		fr
2599		fr
2600		fr
2601		fr
2602		fr
2603	face with rolling eyes	fr
2603	smiling face with sunglasses	fr
2603	winking face	fr
2604		fr
2605		fr
2606		fr
2607		fr
2608		fr
2609		fr
2610		fr
2611		fr
2612		fr
2613		fr
2614		fr
2615		fr
2616		fr
2617		fr
2618		fr
2619		fr
2620	red heart	fr
2620	red heart	fr
2620	red heart	fr
2620	red heart	fr
2620	red heart	fr
2621		fr
2622		fr
2623		fr
2624		fr
2625		fr
2626		fr
2627		fr
2628		fr
2629		fr
2630		fr
2631		fr
2632		fr
2633		fr
2634	office building	fr
2634	double exclamation mark	fr
2634	backhand index pointing right	fr
2635		fr
2636	fire	fr
2636	fire	fr
2636	fire	fr
2637	smiling face	fr
2637	skull and crossbones	fr
2637	skull and crossbones	fr
2637	skull and crossbones	fr
2637	shark	fr
2637	pouting face	fr
2638		fr
2639		fr
2640	red heart	fr
2641		fr
2642		fr
2643		fr
2644		fr
2645		fr
2646		fr
2647		fr
2648		fr
2649		fr
2650	loudly crying face	fr
2650	loudly crying face	fr
2650	loudly crying face	fr
2651		fr
2652		fr
2653	face with tears of joy	fr
2653	face with tears of joy	fr
2653	face with tears of joy	fr
